ty,gk,qk,n_opt,mouth_pred
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",BENEFITSb_W54,2,"0.594551,0.405449"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",BENEFITSb_W54,2,"0.588889,0.411111"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Associate's degree | Refused,BENEFITSb_W54,2,"0.562177,0.437824"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",BENEFITSb_W54,2,"0.586996,0.413004"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",BENEFITSb_W54,2,"0.581303,0.418697"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",BENEFITSb_W54,2,"0.556400,0.443600"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",BENEFITSb_W54,2,"0.579400,0.420600"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",BENEFITSb_W54,2,"0.569853,0.430147"
EDUCATIONxINCOME,EDUCATIONxINCOME :: College graduate/some postgrad | Refused,BENEFITSb_W54,2,"0.546738,0.453262"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",BENEFITSb_W54,2,"0.583203,0.416797"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",BENEFITSb_W54,2,"0.575588,0.424412"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",BENEFITSb_W54,2,"0.560253,0.439747"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",BENEFITSb_W54,2,"0.577495,0.422505"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",BENEFITSb_W54,2,"0.567937,0.432063"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,BENEFITSb_W54,2,"0.546738,0.453262"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",BENEFITSb_W54,2,"0.575588,0.424412"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",BENEFITSb_W54,2,"0.579400,0.420600"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",BENEFITSb_W54,2,"0.603932,0.396068"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",BENEFITSb_W54,2,"0.585101,0.414899"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",BENEFITSb_W54,2,"0.567937,0.432063"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",BENEFITSb_W54,2,"0.596433,0.403567"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | Less than $30,000",BENEFITSb_W54,2,"0.598312,0.401688"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Postgraduate | Refused,BENEFITSb_W54,2,"0.564098,0.435902"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",BENEFITSb_W54,2,"0.567937,0.432063"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",BENEFITSb_W54,2,"0.558327,0.441673"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",BENEFITSb_W54,2,"0.540924,0.459076"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",BENEFITSb_W54,2,"0.566019,0.433981"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",BENEFITSb_W54,2,"0.562177,0.437824"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Refused",BENEFITSb_W54,2,"0.552540,0.447460"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",BETTERPOL1F1C_W36,3,"0.183036,0.274770,0.542193"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",BETTERPOL1F1C_W36,3,"0.163270,0.271298,0.565433"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",BETTERPOL1F1C_W36,3,"0.156170,0.263587,0.580243"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",BETTERPOL1F1C_W36,3,"0.155571,0.270911,0.573518"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",BETTERPOL1F1C_W36,3,"0.152546,0.253478,0.593976"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",BETTERPOL1F1C_W36,3,"0.175379,0.275910,0.548712"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",BETTERPOL1F1C_W36,3,"0.172387,0.275473,0.552140"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",BETTERPOL1F1C_W36,3,"0.168638,0.265305,0.566056"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",BETTERPOL1F1C_W36,3,"0.165765,0.269063,0.565173"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",BETTERPOL1F1C_W36,3,"0.163669,0.251523,0.584808"
EDUCATIONxINCOME,EDUCATIONxINCOME :: College graduate/some postgrad | Refused,BETTERPOL1F1C_W36,3,"0.184254,0.234745,0.581001"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",BETTERPOL1F1C_W36,3,"0.186569,0.269343,0.544088"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",BETTERPOL1F1C_W36,3,"0.174402,0.253754,0.571844"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",BETTERPOL1F1C_W36,3,"0.163285,0.239442,0.597273"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",BETTERPOL1F1C_W36,3,"0.168849,0.255461,0.575690"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",BETTERPOL1F1C_W36,3,"0.164355,0.239136,0.596509"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",BETTERPOL1F1C_W36,3,"0.174832,0.256375,0.568793"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",BETTERPOL1F1C_W36,3,"0.180296,0.281438,0.538265"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",BETTERPOL1F1C_W36,3,"0.182261,0.273607,0.544132"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",BETTERPOL1F1C_W36,3,"0.180319,0.268584,0.551098"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",BETTERPOL1F1C_W36,3,"0.177269,0.272423,0.550309"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | Less than $30,000",BETTERPOL1F1C_W36,3,"0.173421,0.262378,0.564201"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Postgraduate | Refused,BETTERPOL1F1C_W36,3,"0.200706,0.253717,0.545577"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",BETTERPOL1F1C_W36,3,"0.220491,0.278727,0.500782"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",BETTERPOL1F1C_W36,3,"0.203737,0.267808,0.528455"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",BETTERPOL1F1C_W36,3,"0.202897,0.266702,0.530401"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",BETTERPOL1F1C_W36,3,"0.202048,0.269769,0.528183"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",BETTERPOL1F1C_W36,3,"0.187124,0.249844,0.563032"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Refused",BETTERPOL1F1C_W36,3,"0.186563,0.201722,0.611715"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",BETTERPOL2F1A_W36,3,"0.257009,0.235845,0.507146"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",BETTERPOL2F1A_W36,3,"0.207548,0.237027,0.555426"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",BETTERPOL2F1A_W36,3,"0.199831,0.226438,0.573731"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",BETTERPOL2F1A_W36,3,"0.208533,0.229028,0.562439"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",BETTERPOL2F1A_W36,3,"0.196373,0.217365,0.586262"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",BETTERPOL2F1A_W36,3,"0.243620,0.220092,0.536288"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",BETTERPOL2F1A_W36,3,"0.214046,0.235083,0.550871"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",BETTERPOL2F1A_W36,3,"0.205728,0.217292,0.576979"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",BETTERPOL2F1A_W36,3,"0.212773,0.217818,0.569409"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",BETTERPOL2F1A_W36,3,"0.198071,0.205961,0.595968"
EDUCATIONxINCOME,EDUCATIONxINCOME :: College graduate/some postgrad | Refused,BETTERPOL2F1A_W36,3,"0.213047,0.203290,0.583663"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",BETTERPOL2F1A_W36,3,"0.248998,0.219740,0.531263"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",BETTERPOL2F1A_W36,3,"0.206769,0.213333,0.579898"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",BETTERPOL2F1A_W36,3,"0.201205,0.202783,0.596012"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",BETTERPOL2F1A_W36,3,"0.210988,0.210988,0.578024"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",BETTERPOL2F1A_W36,3,"0.196539,0.198080,0.605381"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",BETTERPOL2F1A_W36,3,"0.211827,0.216850,0.571324"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",BETTERPOL2F1A_W36,3,"0.252374,0.229789,0.517837"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",BETTERPOL2F1A_W36,3,"0.216812,0.238122,0.545066"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",BETTERPOL2F1A_W36,3,"0.216540,0.230506,0.552954"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",BETTERPOL2F1A_W36,3,"0.222440,0.231301,0.546259"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | Less than $30,000",BETTERPOL2F1A_W36,3,"0.211499,0.226905,0.561596"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Postgraduate | Refused,BETTERPOL2F1A_W36,3,"0.226520,0.230087,0.543393"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",BETTERPOL2F1A_W36,3,"0.274390,0.240264,0.485346"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",BETTERPOL2F1A_W36,3,"0.230573,0.241639,0.527788"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",BETTERPOL2F1A_W36,3,"0.229949,0.235402,0.534648"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",BETTERPOL2F1A_W36,3,"0.238461,0.236606,0.524933"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",BETTERPOL2F1A_W36,3,"0.218850,0.222297,0.558853"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Refused",BETTERPOL2F1A_W36,3,"0.208155,0.189528,0.602317"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",BIO15_W34,2,"0.721743,0.278257"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",BIO15_W34,2,"0.672332,0.327668"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",BIO15_W34,2,"0.660172,0.339828"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",BIO15_W34,2,"0.663669,0.336331"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",BIO15_W34,2,"0.581303,0.418697"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",BIO15_W34,2,"0.677474,0.322526"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",BIO15_W34,2,"0.680879,0.319121"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",BIO15_W34,2,"0.663669,0.336331"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",BIO15_W34,2,"0.665411,0.334589"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",BIO15_W34,2,"0.585101,0.414899"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",BIO15_W34,2,"0.651355,0.348645"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",BIO15_W34,2,"0.661923,0.338077"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",BIO15_W34,2,"0.685949,0.314051"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",BIO15_W34,2,"0.649579,0.350421"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",BIO15_W34,2,"0.566019,0.433981"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",BIO15_W34,2,"0.550607,0.449393"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",BIO15_W34,2,"0.668880,0.331120"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",BIO15_W34,2,"0.642432,0.357568"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",BIO15_W34,2,"0.633410,0.366590"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",BIO15_W34,2,"0.644225,0.355775"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | Less than $30,000",BIO15_W34,2,"0.558327,0.441673"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",BIO15_W34,2,"0.605799,0.394201"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",BIO15_W34,2,"0.596433,0.403567"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",BIO15_W34,2,"0.590779,0.409221"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",BIO15_W34,2,"0.598312,0.401688"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",BIO15_W34,2,"0.527317,0.472683"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",BIOTECHD_W34,2,"0.800692,0.199308"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",BIOTECHD_W34,2,"0.744656,0.255344"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",BIOTECHD_W34,2,"0.757794,0.242206"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",BIOTECHD_W34,2,"0.759225,0.240775"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",BIOTECHD_W34,2,"0.692642,0.307358"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",BIOTECHD_W34,2,"0.782663,0.217338"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",BIOTECHD_W34,2,"0.752013,0.247987"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",BIOTECHD_W34,2,"0.763484,0.236516"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",BIOTECHD_W34,2,"0.764892,0.235108"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",BIOTECHD_W34,2,"0.699254,0.300746"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",BIOTECHD_W34,2,"0.752013,0.247987"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",BIOTECHD_W34,2,"0.744656,0.255344"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",BIOTECHD_W34,2,"0.773216,0.226784"
