attr_type,pair,qkey,layer,wd_A_to_realA,wd_A_to_realB,wd_B_to_realB,wd_patch_to_realB,wd_ctrl_to_realB,shift_ke_realB,shift_ctrl_ke_realB
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",ROMRELDUR_W50,0,0.5182926721291033,2.3518444855728102,2.3155054803041972,2.3510364003942787,2.3489641335710476,0.0008080851785314813,0.0028803520017626205
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",ROMRELDUR_W50,20,0.5182926721291033,2.3518444855728102,2.3155054803041972,2.352832043437956,2.3489641335710476,-0.0009875578651459271,0.0028803520017626205
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",ROMRELDUR_W50,21,0.5182926721291033,2.3518444855728102,2.3155054803041972,2.34748929221199,2.3489641335710476,0.004355193360820131,0.0028803520017626205
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",ROMRELDUR_W50,22,0.5182926721291033,2.3518444855728102,2.3155054803041972,2.34748929221199,2.3489641335710476,0.004355193360820131,0.0028803520017626205
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",ROMRELDUR_W50,23,0.5182926721291033,2.3518444855728102,2.3155054803041972,2.3518444855728102,2.3489641335710476,0.0,0.0028803520017626205
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",ROMRELDUR_W50,24,0.5182926721291033,2.3518444855728102,2.3155054803041972,2.3518444855728102,2.3489641335710476,0.0,0.0028803520017626205
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",ROMRELDUR_W50,25,0.5182926721291033,2.3518444855728102,2.3155054803041972,2.347050453021371,2.3489641335710476,0.004794032551439287,0.0028803520017626205
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",ROMRELDUR_W50,26,0.5182926721291033,2.3518444855728102,2.3155054803041972,2.352832043437956,2.3489641335710476,-0.0009875578651459271,0.0028803520017626205
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",ROMRELDUR_W50,27,0.5182926721291033,2.3518444855728102,2.3155054803041972,2.350044984367118,2.3489641335710476,0.0017995012056921666,0.0028803520017626205
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",ROMRELDUR_W50,28,0.5182926721291033,2.3518444855728102,2.3155054803041972,2.352832043437956,2.3489641335710476,-0.0009875578651459271,0.0028803520017626205
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",ROMRELDUR_W50,29,0.5182926721291033,2.3518444855728102,2.3155054803041972,2.3447001327224064,2.3489641335710476,0.007144352850403823,0.0028803520017626205
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",ROMRELDUR_W50,30,0.5182926721291033,2.3518444855728102,2.3155054803041972,2.352832043437956,2.3489641335710476,-0.0009875578651459271,0.0028803520017626205
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",ROMRELDUR_W50,31,0.5182926721291033,2.3518444855728102,2.3155054803041972,2.3518444855728102,2.3489641335710476,0.0,0.0028803520017626205
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,0,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0695422271030477,1.0668868700597622,-0.0026553570432854556,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,1,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0668868700597622,1.0668868700597622,0.0,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,2,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0691738426685333,1.0668868700597622,-0.0022869726087710873,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,3,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0693582573724312,1.0668868700597622,-0.002471387312668938,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,4,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0667094270375541,1.0668868700597622,0.00017744302220812358,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,5,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0720126926898956,1.0668868700597622,-0.005125822630133392,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,6,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0693582573724312,1.0668868700597622,-0.002471387312668938,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,7,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0869003534317017,1.0668868700597622,-0.020013483371939422,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,8,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0718217768722242,1.0668868700597622,-0.004934906812462003,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,9,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0919805765151978,1.0668868700597622,-0.025093706455435516,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,10,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0767249189831292,1.0668868700597622,-0.009838048923366927,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,11,0.29492065736618733,1.0668868700597622,1.002745658241083,1.1160419881343842,1.0668868700597622,-0.04915511807462192,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,12,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0938863214186623,1.0668868700597622,-0.02699945135890003,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,13,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0615931414608275,1.0668868700597622,0.005293728598934733,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,14,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0668868700597622,1.0668868700597622,0.0,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,15,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0615931414608275,1.0668868700597622,0.005293728598934733,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,16,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0693582573724312,1.0668868700597622,-0.002471387312668938,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,17,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0670638958494694,1.0668868700597622,-0.00017702578970713034,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,18,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0718217768722242,1.0668868700597622,-0.004934906812462003,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,19,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0695422271030477,1.0668868700597622,-0.0026553570432854556,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,20,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0668868700597622,1.0668868700597622,0.0,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,21,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0668868700597622,1.0668868700597622,0.0,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,22,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0668868700597622,1.0668868700597622,0.0,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,23,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0695422271030477,1.0668868700597622,-0.0026553570432854556,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,24,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0668868700597622,1.0668868700597622,0.0,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,25,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0693582573724312,1.0668868700597622,-0.002471387312668938,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,26,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0642371456552402,1.0668868700597622,0.002649724404522047,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,27,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0695422271030477,1.0668868700597622,-0.0026553570432854556,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,28,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0670638958494694,1.0668868700597622,-0.00017702578970713034,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,29,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0720126926898956,1.0668868700597622,-0.005125822630133392,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,30,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0668868700597622,1.0668868700597622,0.0,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV30d_W50,31,0.29492065736618733,1.0668868700597622,1.002745658241083,1.0695422271030477,1.0668868700597622,-0.0026553570432854556,0.0
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,0,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5161256045103073,0.5168284840809487,-0.0012482770587207703,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,1,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5167903823138716,0.5168284840809487,-0.0019130548622851018,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,2,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5097282821101975,0.5168284840809487,0.005149045341389047,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,3,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5161256045103073,0.5168284840809487,-0.0012482770587207703,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,4,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5161256045103073,0.5168284840809487,-0.0012482770587207703,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,5,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5128875970840454,0.5168284840809487,0.0019897303675411315,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,6,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5139149210116978,0.5168284840809487,0.0009624064398887633,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,7,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5097511486672036,0.5168284840809487,0.005126178784382929,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,8,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5159889978768081,0.5168284840809487,-0.0011116704252215337,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,9,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5075498894982023,0.5168284840809487,0.007327437953384197,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,10,1.221780216686677,0.5148773274515865,0.6218529515111619,0.51236791908741,0.5168284840809487,0.0025094083641765685,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,11,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5212797516203,0.5168284840809487,-0.006402424168713505,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,12,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5094658136367798,0.5168284840809487,0.0054115138148067565,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,13,1.221780216686677,0.5148773274515865,0.6218529515111619,0.515835814413962,0.5168284840809487,-0.0009584869623754377,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,14,1.221780216686677,0.5148773274515865,0.6218529515111619,0.514373011672899,0.5168284840809487,0.0005043157786875918,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,15,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5141377779920892,0.5168284840809487,0.0007395494594973906,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,16,1.221780216686677,0.5148773274515865,0.6218529515111619,0.514174274889018,0.5168284840809487,0.0007030525625685291,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,17,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5148773274515865,0.5168284840809487,0.0,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,18,1.221780216686677,0.5148773274515865,0.6218529515111619,0.513349554836025,0.5168284840809487,0.0015277726155615845,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,19,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5148773274515865,0.5168284840809487,0.0,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,20,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5168284840809487,0.5168284840809487,-0.001951156629362183,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,21,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5161256045103073,0.5168284840809487,-0.0012482770587207703,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,22,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5148773274515865,0.5168284840809487,0.0,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,23,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5148773274515865,0.5168284840809487,0.0,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,24,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5148773274515865,0.5168284840809487,0.0,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,25,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5155838280916214,0.5168284840809487,-0.0007065006400348572,-0.001951156629362183
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000 -> EDUCATIONxINCOME :: College graduate/some postgrad | Refused",FAMSURV26c_W50,26,1.221780216686677,0.5148773274515865,0.6218529515111619,0.5148773274515865,0.5168284840809487,0.0,-0.001951156629362183
